QueryId,DocumentId
0,https---www.vmware.com-topics-glossary-content-hypervisor.txt
0,https---blogs.vmware.com-vmtn-2007-03-hypervisor_that.txt
0,https---www.vmware.com-topics-glossary-content-hyperconvergence.txt
0,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
0,https---www.vmware.com-products-vsphere-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-hypervisor.txt
1,https---blogs.vmware.com-vmtn-2007-03-hypervisor_that.txt
1,https---www.vmware.com-topics-glossary-content-hyperconvergence.txt
1,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
2,https---www.vmware.com-products-fusion-faq.txt
2,https---www.vmware.com-products-workstation-pro-faq.txt
2,https---techzone.vmware.com-resource-what-vmware-horizon.txt
2,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-what-is-vmware-vcenter-server.txt
2,https---techzone.vmware.com-resource-what-workspace-one.txt
3,1003872.txt
3,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-vcenterhost-doc-GUID-B7662658-9C2C-4C6E-809B-F211B1B08157-html.txt
3,2035758.txt
3,en-2021-VMware-vSphere-6-5-com-vmware-vsphere-troubleshooting-doc-GUID-B7662658-9C2C-4C6E-809B-F211B1B08157-html.txt
3,en-2021-VMware-vSphere-5-5-com-vmware-vsphere-troubleshooting-doc-GUID-B7662658-9C2C-4C6E-809B-F211B1B08157-html.txt
4,https---www.vmware.com-solutions-virtualization.txt
4,https---www.vmware.com-topics-glossary-content-network-virtualization.txt
4,https---www.vmware.com-solutions-virtualization-virtualization-management.txt
4,https---www.vmware.com-topics-glossary-content-desktop-virtualization.txt
4,https---www.vmware.com-topics-glossary-content-server-virtualization.txt
5,https---www.vmware.com-topics-glossary-content-virtual-machine.txt
5,en-2021-VMware-Fusion-8-0-com-vmware-fusion-using-doc-GUID-542A97A9-4682-4540-806C-6D19B1A77B02-html.txt
5,en-2021-VMware-Fusion-10-0-com-vmware-fusion-using-doc-GUID-542A97A9-4682-4540-806C-6D19B1A77B02-html.txt
5,en-2021-VMware-Fusion-12-com-vmware-fusion-using-doc-GUID-542A97A9-4682-4540-806C-6D19B1A77B02-html.txt
5,en-2021-VMware-Fusion-11-com-vmware-fusion-using-doc-GUID-542A97A9-4682-4540-806C-6D19B1A77B02-html.txt
6,https---blogs.vmware.com-kb-2013-02-installing-vmware-tools-in-a-ubuntu-virtual-machine.txt
6,1022525.txt
6,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-linux-virtual-machine.txt
6,1014294.txt
6,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-windows-virtual-machine.txt
7,2960676.txt
7,https---blogs.vmware.com-kb-2010-07-how-to-use-workspaces-in-vmware-lab-manager.txt
7,716.txt
7,2140013.txt
7,https---blogs.vmware.com-hol-2019-10-how-to-use-vmware-odyssey-for-your-next-game-night-event.txt
8,1014294.txt
8,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-windows-virtual-machine.txt
8,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-how-to-install-vmware-tools-on-freebsd-server.txt
8,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-novell-virtual-machine.txt
8,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-linux-virtual-machine.txt
9,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-linux-vm-using-a-compiler.txt
9,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-linux-virtual-machine.txt
9,1014294.txt
9,60262.txt
9,1018414.txt
10,1003872.txt
10,2035758.txt
10,2019346.txt
10,2017987.txt
10,2148089.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes-cluster.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes-pods.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes-networking.txt
11,https---www.vmware.com-topics-glossary-content-kubernetes-monitoring.txt
