QueryId,DocumentId
0,https---www.vmware.com-topics-glossary-content-hypervisor.txt
0,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
0,https---www.vmware.com-products-vsphere-hypervisor.txt
0,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
0,https---www.vmware.com-products-esxi-and-esx.txt
1,https---www.vmware.com-topics-glossary-content-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-cloud-hypervisor.txt
1,https---www.vmware.com-topics-glossary-content-bare-metal-hypervisor.txt
1,https---www.vmware.com-products-vsphere-hypervisor.txt
1,https---www.vmware.com-products-esxi-and-esx.txt
2,https---www.vmware.com-products-fusion-faq.txt
2,https---www.vmware.com-products-workstation-pro-faq.txt
2,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-what-is-vmware-vsphere-essentials.txt
2,https---blogs.vmware.com-customer-experience-and-sucess-feed-items-what-is-vmware.txt
2,https---blogs.vmware.com-affiliates-what-is-vmware-identity-manager-2.txt
3,1003872.txt
3,en-2021-VMware-vSphere-6-7-com-vmware-vsphere-vcenterhost-doc-GUID-B7662658-9C2C-4C6E-809B-F211B1B08157-html.txt
3,2035758.txt
3,en-2021-VMware-vSphere-6-5-com-vmware-vsphere-troubleshooting-doc-GUID-B7662658-9C2C-4C6E-809B-F211B1B08157-html.txt
3,2125229.txt
4,https---www.vmware.com-solutions-virtualization.txt
4,https---www.vmware.com-solutions-virtualization-virtualization-management.txt
4,https---www.vmware.com-topics-glossary-content-virtual-infrastructure.txt
4,https---www.vmware.com-topics-glossary-content-virtualized-security.txt
4,https---www.vmware.com-topics-glossary-content-virtual-desktops.txt
5,https---www.vmware.com-topics-glossary-content-virtual-machine.txt
5,https---www.vmware.com-solutions-virtualization.txt
5,en-2021-vCloud-Director-8-10-com-vmware-vcloud-users-doc_810-GUID-5C3F427E-F93D-4B44-A67F-FDB5A2DB665A-html.txt
5,en-2021-VMware-Cloud-Director-9-0-com-vmware-vcloud-user-doc-GUID-5C3F427E-F93D-4B44-A67F-FDB5A2DB665A-html.txt
5,en-2021-VMware-Cloud-Director-9-1-com-vmware-vcloud-user-doc-GUID-5C3F427E-F93D-4B44-A67F-FDB5A2DB665A-html.txt
6,https---blogs.vmware.com-kb-2013-02-installing-vmware-tools-in-a-ubuntu-virtual-machine.txt
6,1022525.txt
6,1035767.txt
6,2126368.txt
6,1010169.txt
7,2960676.txt
7,716.txt
7,2140013.txt
7,en-2021-VMware-Fusion-12-com-vmware-fusion-using-doc-GUID-F2874B79-A32A-4B83-914F-9838372D47CD-html.txt
7,https---www.carbonblack.com-blog-how-to-use-vmware-carbon-blacks-real-time-endpoint-query-to-identify-bluekeep-vulnerability-risk-.txt
8,1014294.txt
8,https---blogs.vmware.com-kb-2010-02-how-to-install-vmware-tools-in-a-windows-virtual-machine.txt
